0,162.65592926677695
1,160.32831178320143
2,162.10639084479394
3,161.4329067212009
4,161.20529791032547
5,159.5
6,160.86788541745835
7,158.0
8,156.0
9,154.0
10,161.9200679452481
11,161.4285081987551
12,161.39658979143064
13,163.4996809925774
14,161.29069830097131
15,155.0
16,160.70630812826343
17,161.09107652841485
18,161.2794286047275
19,154.0
20,155.0
21,160.9025491004938
22,156.0
23,157.0
24,158.0
25,159.0
26,159.90449462947868
27,160.0
28,161.0
29,160.03010859431913
30,162.0
31,161.0
32,160.0
33,163.77750621919114
34,159.0
35,158.0
36,161.17420204212124
37,163.357365411988
38,159.0
39,160.0
40,161.06342694171613
41,159.0
42,160.96294826080052
43,161.04877871504613
44,161.20050704391463
45,163.37045739212786
46,158.0
47,161.25017503257664
48,161.08718127623163
49,161.04324531835437
50,161.08762947045443
51,161.04463431409846
52,161.1192561927993
53,160.87187678091487
54,159.2346549896346
55,159.2546976933569
56,159.0
57,147.3537880487495
58,150.62793042413404
59,158.0
60,159.0
61,148.667180437191
62,160.0
63,159.0
64,148.4871130531801
65,133.73023479890458
66,148.49146832443085
67,148.6830020735888
68,148.1406948939679
69,133.30619808360262
70,148.40823642973135
71,148.29041684739798
72,158.0
73,156.5
74,147.57910834494118
75,147.96052687036027
76,148.2609236500712
77,133.4260406140927
78,148.34476382014617
79,148.3940594263357
80,148.19571808113415
81,156.0
82,155.0
83,155.0
84,154.0
85,153.0
86,152.0
87,148.06666404714306
88,153.0
89,153.0
90,153.5
91,148.31434315541284
92,147.7865941035718
93,147.95412717865668
94,148.26749275596524
95,148.17730316049608
96,148.2064494190653
97,133.39232859481623
98,148.00388840917051
99,148.37422722425742
100,148.24594920788402
101,153.0
102,147.95446365909794
103,148.11243351558235
104,152.0
105,148.25598759802034
106,151.0
107,147.88061876923825
108,147.99012494678496
109,133.36399549815133
110,152.0
111,148.26218984540407
112,153.0
113,148.44332572680418
114,148.07805547794368
115,154.0
116,155.0
117,156.0
118,157.0
119,148.43127062691653
120,148.32297679033167
121,133.86799992156497
122,148.7751037067593
123,148.79792473507007
124,150.19603268405007
125,149.39263002716532
126,148.84149499002012
127,148.5428867394278
128,148.85876676281777
129,155.0
130,154.0
131,153.0
132,152.0
133,151.0
134,148.64489519410063
135,148.69079027078772
136,148.5132907886504
137,148.89162627747007
138,148.5572457659098
139,150.0
140,149.0
141,148.0
142,147.0
143,145.0
144,144.0
145,145.0
146,146.0
147,145.0
148,148.936886263366
149,148.37962494773603
150,148.3319881333677
151,148.59569652820895
152,148.67525483775077
153,133.7308270408852
154,148.51601784802153
155,146.0
156,147.0
157,148.5
158,148.7193782795605
159,148.0
160,148.39310398358657
161,133.9214334891298
162,149.04284983104895
163,148.72950849175393
164,149.33044242464263
165,148.8094600895665
166,149.0205816216207
167,148.38876614296169
168,148.66491337069039
169,148.84208102038204
170,148.48442972451113
171,148.39059572890176
172,147.5
173,133.5884310981901
174,146.0
175,145.0
176,143.5
177,142.5
178,142.5
179,148.8181211995613
180,144.0
181,148.23368902416073
182,148.4441590673292
183,145.0
184,146.0
185,147.0
186,148.0
187,148.44047161143996
188,148.5814486816707
189,148.59752468810237
190,147.5
191,147.0
192,147.84165735306848
193,133.3962209687524
194,148.13126009076734
195,148.0
196,147.9588229201605
197,149.0
198,148.02027072893355
199,147.99356403374298
200,148.0
201,148.38388515072245
202,148.42453336714908
203,148.31392826435254
204,149.46323322728676
205,133.53051081397766
206,146.0
207,145.0
208,148.78773634086224
209,148.74392960232922
210,148.37559701777846
211,146.0
212,148.47080664908813
213,148.1861288401925
214,148.0193583283513
215,148.23802562252718
216,148.0330341179199
217,133.41430645665184
218,147.9460462175774
219,147.98497917647538
220,148.31699396870698
